,homogeneity,mean_intensity,var_intensity
0,0.8721373022257978,187.3310807186913,1113.9638100683037
1,0.900865460267506,188.3618148439549,918.1102649465724
2,0.9498918529199712,189.50128746523845,566.3094277378395
3,0.9309036081938236,187.0181449516481,627.5493744105165
4,0.9083432528947084,188.4865815387945,902.3239461217196
5,0.8846697507067592,180.2388203546646,619.620361394353
6,0.8919494911822686,189.0089509297245,1025.1463847964092
7,0.9402813965607087,188.6569046378322,629.1916133473417
8,0.9532364309434374,190.4372584245196,599.4087832943687
9,0.8621818962740255,185.48523569204332,1085.2965982935311
10,0.8649515993265994,186.1466224747475,1076.0771445266666
11,0.7998475443754764,173.31552869432647,1147.725172123292
12,0.8324022346368715,177.85073493518468,1288.457407525174
13,0.9297761748170148,186.3574307839185,748.0028786436392
14,0.915211842776927,181.2373660030628,647.9175215970271
15,0.8709249322024119,179.7252899428769,987.0438581396364
16,0.9167686658506732,182.2746983738416,828.0830183927309
17,0.8040451103933923,177.28331656695082,1238.4395072298537
18,0.871284965034965,183.50617351398603,1106.7772783212918
19,0.8660147538171213,182.17961914565103,1125.765701164494
20,0.912267416702726,185.6138576373864,852.6709395106718
21,0.9436657537189196,186.18221362977283,592.9600316392342
22,0.8957569408067051,184.73575461265352,941.6818768372882
23,0.8740426007715101,182.56135741040976,976.1723268430746
24,0.8766473084654903,179.87592137592137,807.1660876310754
25,0.8085614346788074,176.41258120037756,919.7406645438896
26,0.7852201257861635,177.947536687631,1119.6863985442517
27,0.8752210548215957,179.96691979610944,656.0955456668222
28,0.8826188620420888,181.36175630033776,718.6583243770875
29,0.7948282691110734,176.37214960674476,941.8778572985028
30,0.7452079662555395,171.37829035186076,1222.6415085085732
31,0.778426412401894,175.34565739119154,940.2099624935032
32,0.8157208631497198,177.12098518888334,923.8796877629692
33,0.8187586974672976,180.03668243807402,1071.2151865445762
34,0.8163164536127723,177.45251549898504,911.7100813169676
35,0.8005211509674558,178.2865775905084,993.7875301011622
36,0.7615767960132146,173.17615767960132,1014.3393139559872
37,0.8334055459272097,178.0460896880416,1219.141994024885
38,0.8818410568253302,182.09933948416852,924.1875000879378
39,0.8882158020089055,180.4565082323703,753.5176538736248
40,0.8624047417442845,177.2251799322608,916.5115823130942
41,0.8428258074275773,169.35927690794946,559.0886797282535
42,0.8886503587367945,177.9302299305124,581.1918441875703
43,0.8457684348110228,178.25803289402026,1019.893118404756
44,0.8673702224757558,179.42464346833998,789.3100373087095
45,0.9181883776433368,182.0430149303436,699.2432515640219
46,0.6460973067851462,154.89550765180186,2789.361743298595
47,0.7609999439493302,168.67625133120342,1235.4741341678737
48,0.83889816360601,176.70027824151364,1082.2531830054977
49,0.8476578652017248,174.30811034319805,595.8461159223746
50,0.9109688195991092,179.77121380846324,998.9834586602994
51,0.925187829701071,181.44706133105984,968.9437392994304
52,0.900802496656264,179.8800713330361,1102.1105613859058
53,0.8744826804240603,178.09342933272862,1094.242985909613
54,0.9702637095884366,183.06140350877192,534.5719219847035
55,0.8756871035940803,174.43202959830867,1096.8245555001808
56,0.8939909000575283,179.26117880863973,1093.7584683347968
57,0.8746653158694551,178.02359070844489,1195.397373864176
58,0.9437067924942388,178.09272467902997,680.5561996758718
59,0.9251322015029224,180.0213748956304,874.4188027854204
60,0.863967563756023,173.1221647667176,890.3287706810432
61,0.7916964498451274,165.49320943531094,1480.6864561517527
62,0.8977157073391383,177.40647970145878,903.3149845881608
63,0.9516781919379322,176.56156181480856,470.49127676464747
64,0.8685104318292092,178.6009825327511,873.0253435275941
65,0.919712245326612,183.9587271581601,820.2030854624193
66,0.8807287859191363,180.9074396895912,1052.428591673456
67,0.8653937947494034,178.60279577224685,836.6804831485399
68,0.8929133858267716,180.7161154855643,819.0760500024112
69,0.8696949602122016,176.34759062776303,823.4038270861721
70,0.8393587436610502,180.67342821309776,1278.4675915572411
71,0.9481892359017644,192.2530648337956,726.477619832245
72,0.8827511180950078,179.13290221201498,788.4898312604724
73,0.887974592175545,177.6002598527501,666.2113641594145
74,0.6985941783818468,163.38791343405472,1066.042138229221
75,0.6811785136834541,161.33409186178812,1721.7752620817464
76,0.8909152123898771,199.166825655126,1040.380283223574
77,0.9055066211276888,195.77901611840133,731.9264792045458
78,0.9512006196746708,202.50592010622995,658.1935302948232
79,0.9220025905276792,198.3711212479585,822.16682496908
80,0.8773087802984081,193.79815852238065,796.7610238428609
81,0.901575891622892,192.1798175283384,688.6029988055207
82,0.9644770228361996,211.90950098674932,692.382361299981
83,0.8663330146769387,192.16543890232245,900.3290377748056
84,0.9342599338676232,198.81701507594013,682.5811553114917
