,homogeneity,mean_intensity,var_intensity
0,0.8857709409926692,202.71421704122105,908.0208398178132
1,0.8427897341466222,195.98204626539305,736.6652318123377
2,0.8901435521652952,205.64280136945163,1076.803576175394
3,0.8638661321248039,201.46714310615303,966.753597665826
4,0.9206292456203076,204.8701159405485,863.0765976217792
5,0.8684612031386225,203.58576721883173,1048.8109744113751
6,0.8635121180829739,202.4143230273948,958.8468020792166
7,0.9298286649903514,208.85942342553068,785.8107744526621
8,0.949504203492132,208.06957318387583,558.1220726999148
9,0.8911437079519136,204.90184184404984,912.290464237477
10,0.7816801139060275,189.41029900332225,719.7249469284739
11,0.9354256434144638,194.2328519855596,622.0244453772999
12,0.9559004934210528,202.0207134046053,604.0341618265802
13,0.9779931462840008,203.3520025701435,454.9213929697943
14,0.9680609932000824,203.3903770863384,522.5083310550035
15,0.93313672922252,198.57067024128688,699.3544963336184
16,0.9577826914176992,201.02596801563223,542.7414966911147
17,0.931904761904762,197.1536507936508,748.1235872008062
18,0.8748432691211672,193.020289524678,970.491438329489
19,0.9477754237288136,199.73866525423728,686.6913439811656
20,0.9091264085685596,196.24589981033137,995.3977503980844
21,0.9077111668904324,195.60685307337576,920.9576297617878
22,0.9118899241068674,201.19763065342136,990.7736156609546
23,0.8848614072494669,192.80439638541984,1248.4135109794408
24,0.8825136612021858,197.6979781420765,759.8089467317627
25,0.901183564091112,197.8095131755248,652.3196772529528
26,0.933931610707102,204.68997885398937,663.8963052705827
27,0.8595941263817852,200.31705439146447,1107.8877622742789
28,0.9413292920545572,206.1903550552068,677.4525612292075
29,0.9188977327544622,201.2000723589001,754.9720308678949
30,0.8834156886967264,198.64190858554664,864.3538067752546
31,0.8448345790602004,196.67246074511849,1023.348480247532
32,0.8834547908232119,201.3047233468286,988.9979399032204
33,0.8478834582497625,198.1474189802597,1112.6720816419363
34,0.9390530996599528,203.6941668846456,609.9297985669702
35,0.8379102478231748,195.30419736548336,1521.5590603013015
36,0.8743542054143418,199.2727147482262,894.3683489916492
37,0.8836436170212766,197.2242225859247,885.6981898620759
38,0.8837730733131713,199.0402544582334,793.9349735925667
39,0.9136297376093294,203.90654935443564,778.5105818456482
40,0.8798746894242195,200.2195095603327,925.5071790616186
41,0.8326221767081982,198.9889628491779,1070.628654422981
42,0.8726496200565755,183.81463198180708,892.0765710845416
43,0.9463438981781882,184.97294734215123,536.3409701751657
44,0.9141882286039238,183.6533977822008,632.527066220217
45,0.8955277068361347,179.12585377442537,519.4363791561439
46,0.9005080440304827,179.8941045723963,621.6207188425785
47,0.8912946095266537,178.05231198048878,866.9464944556521
48,0.954498561112016,184.13574414942715,366.6915697250601
49,0.8716358284272497,179.8958683767872,787.2507735100093
50,0.8567683641028502,179.276312120029,743.9473004494047
51,0.8993818074771858,181.15166323226376,601.785064204515
52,0.9481741260298374,200.4593075038967,942.7444474385076
53,0.9330704465522754,197.35031439838005,941.1805943272432
54,0.961877944441436,199.8347322250501,667.5773868387314
55,0.935757897531192,198.9661799840722,908.7573908494746
56,0.9573310112114946,202.6263742244476,730.9107466556457
57,0.9820416949920688,203.19697484704284,475.1946588747355
58,0.98040537037997,200.4139754289565,454.4547194144603
59,0.9545686314501326,200.5448194982664,781.3836224587509
60,0.9712659257251288,202.04976958525344,680.9813126332739
61,0.9602938045560996,198.51820310836703,699.0366603436736
62,0.8667780429594272,190.42668257756563,1371.9242426939925
63,0.94823859952453,200.5173438513076,781.7816853589653
64,0.9455640972366508,202.5820693953875,736.3936905441143
65,0.947681962958594,203.5655892414769,785.8941585916879
66,0.9493927125506072,205.8040070590678,845.4700472674681
67,0.9844407530454042,208.38654485049832,469.7376816389076
68,0.9772802470497408,207.2440167640896,479.8173169636541
69,0.9669581609676912,207.4419018694036,568.7633549837201
70,0.9695124969067064,204.8398416233605,665.65215181852
71,0.9573337714974258,203.8667981158944,692.4176828249455
72,0.9467934782608696,203.4854891304348,744.9541372607515
73,0.9132634241450176,201.60330926911524,1019.0084687873688
74,0.9815391715703242,208.71928002769124,465.7504336341724
75,0.9145575765421712,198.9503527736423,951.46811577302
76,0.9494655004859086,203.1783029001074,675.2202156457587
77,0.9075985505654992,199.5674206654222,1175.7013674878042
78,0.8918306915171573,202.28938047959124,880.8116894669754
79,0.952444535743632,205.6764071487264,546.8629848728494
80,0.9517385620915032,204.86065359477124,577.2994322525525
81,0.9372537283655044,205.69529652351736,591.8611185825811
82,0.8535335894749098,198.7254045872628,1101.2527496471137
83,0.955943340335003,205.37432003016104,502.05043764692095
84,0.8754029749448561,202.000678694644,972.9378424215636
85,0.8965377811473338,200.6994187515795,844.1988093664717
86,0.8591557202200516,199.3779611541484,1012.50556795493
87,0.8812121212121212,199.73228650137744,825.9435911906443
88,0.8674712196207107,198.4533674434125,1004.8056364274124
89,0.9638094241932952,207.1422519742692,483.6234022608644
90,0.9414830841856806,205.16792879622344,588.0788514536241
91,0.8799071224148172,154.576921000054,369.4568916267305
92,0.8054822553718564,152.68075825300232,615.7011974217135
93,0.9084824823809764,153.63093849820007,273.0490595410637
94,0.9145439171334954,152.76746644117958,252.89688470252565
95,0.9491475602586714,154.69885361552028,191.33058265601625
96,0.8859768194632975,152.3292784796909,336.9039490774037
97,0.8440889971219836,151.8543834403365,362.9393337852294
